region_sido,region_sigungu,hospital_type,year,hospital_no,net_entry,exit_no,exit_rate,entry_no,entry_rate
강원,강릉시,의원,2015,103,1,1,0.009708737864077669,2,0.019417475728155338
강원,강릉시,의원,2016,106,3,0,0.0,3,0.02830188679245283
강원,강릉시,의원,2017,109,3,7,0.06422018348623854,10,0.09174311926605505
강원,강릉시,의원,2018,109,0,4,0.03669724770642202,4,0.03669724770642202
강원,강릉시,의원,2019,112,3,3,0.026785714285714284,6,0.05357142857142857
강원,강릉시,의원,2020,113,1,6,0.05309734513274336,7,0.061946902654867256
강원,강릉시,의원,2021,114,1,5,0.043859649122807015,6,0.05263157894736842
강원,강릉시,의원,2022,116,2,2,0.017241379310344827,4,0.034482758620689655
강원,강릉시,의원,2023,120,4,1,0.008333333333333333,5,0.041666666666666664
강원,강릉시,의원,2024,122,2,0,0.0,2,0.01639344262295082
강원,강릉시,의원,2025,124,2,3,0.024193548387096774,5,0.04032258064516129
강원,강릉시,종합병원,2007,4,,0,0.0,,
강원,강릉시,종합병원,2008,4,0,0,0.0,0,0.0
강원,강릉시,종합병원,2009,4,0,0,0.0,0,0.0
강원,강릉시,종합병원,2010,4,0,0,0.0,0,0.0
강원,강릉시,종합병원,2011,4,0,0,0.0,0,0.0
강원,강릉시,종합병원,2012,4,0,0,0.0,0,0.0
강원,강릉시,종합병원,2013,4,0,0,0.0,0,0.0
강원,강릉시,종합병원,2014,4,0,0,0.0,0,0.0
강원,강릉시,종합병원,2015,4,0,0,0.0,0,0.0
강원,강릉시,종합병원,2016,4,0,0,0.0,0,0.0
강원,강릉시,종합병원,2017,4,0,0,0.0,0,0.0
강원,강릉시,종합병원,2018,4,0,0,0.0,0,0.0
강원,강릉시,종합병원,2019,4,0,0,0.0,0,0.0
강원,강릉시,종합병원,2020,4,0,0,0.0,0,0.0
강원,강릉시,종합병원,2021,3,-1,0,0.0,-1,-0.3333333333333333
강원,강릉시,종합병원,2022,3,0,0,0.0,0,0.0
강원,강릉시,종합병원,2023,3,0,0,0.0,0,0.0
강원,강릉시,종합병원,2024,3,0,0,0.0,0,0.0
강원,강릉시,종합병원,2025,3,0,0,0.0,0,0.0
강원,고성군,병원,2007,0,,0,,,
강원,고성군,병원,2008,0,0,0,,0,
강원,고성군,병원,2009,0,0,0,,0,
강원,고성군,병원,2010,0,0,0,,0,
강원,고성군,병원,2011,0,0,0,,0,
강원,고성군,병원,2012,0,0,0,,0,
강원,고성군,병원,2013,0,0,0,,0,
강원,고성군,병원,2014,0,0,0,,0,
강원,고성군,병원,2015,0,0,0,,0,
강원,고성군,병원,2016,0,0,0,,0,
강원,고성군,병원,2017,0,0,0,,0,
강원,고성군,병원,2018,0,0,0,,0,
강원,고성군,병원,2019,0,0,0,,0,
강원,고성군,병원,2020,0,0,0,,0,
강원,고성군,병원,2021,0,0,0,,0,
강원,고성군,병원,2022,0,0,0,,0,
강원,고성군,병원,2023,0,0,0,,0,
강원,고성군,병원,2024,0,0,0,,0,
강원,고성군,병원,2025,0,0,0,,0,
강원,고성군,상급종합병원,2007,0,,0,,,
강원,고성군,상급종합병원,2008,0,0,0,,0,
강원,고성군,상급종합병원,2009,0,0,0,,0,
강원,고성군,상급종합병원,2010,0,0,0,,0,
강원,고성군,상급종합병원,2011,0,0,0,,0,
강원,고성군,상급종합병원,2012,0,0,0,,0,
강원,고성군,상급종합병원,2013,0,0,0,,0,
강원,고성군,상급종합병원,2014,0,0,0,,0,
강원,고성군,상급종합병원,2015,0,0,0,,0,
강원,고성군,상급종합병원,2016,0,0,0,,0,
강원,고성군,상급종합병원,2017,0,0,0,,0,
강원,고성군,상급종합병원,2018,0,0,0,,0,
강원,고성군,상급종합병원,2019,0,0,0,,0,
강원,고성군,상급종합병원,2020,0,0,0,,0,
강원,고성군,상급종합병원,2021,0,0,0,,0,
강원,고성군,상급종합병원,2022,0,0,0,,0,
강원,고성군,상급종합병원,2023,0,0,0,,0,
강원,고성군,상급종합병원,2024,0,0,0,,0,
강원,고성군,상급종합병원,2025,0,0,0,,0,
강원,고성군,의원,2007,7,,0,0.0,,
강원,고성군,의원,2008,7,0,0,0.0,0,0.0
강원,고성군,의원,2009,7,0,0,0.0,0,0.0
강원,고성군,의원,2010,7,0,3,0.42857142857142855,3,0.42857142857142855
강원,고성군,의원,2011,6,-1,0,0.0,-1,-0.16666666666666666
강원,고성군,의원,2012,6,0,1,0.16666666666666666,1,0.16666666666666666
강원,고성군,의원,2013,5,-1,0,0.0,-1,-0.2
강원,고성군,의원,2014,7,2,1,0.14285714285714285,3,0.42857142857142855
강원,고성군,의원,2015,8,1,0,0.0,1,0.125
강원,고성군,의원,2016,8,0,0,0.0,0,0.0
강원,고성군,의원,2017,8,0,0,0.0,0,0.0
강원,고성군,의원,2018,8,0,1,0.125,1,0.125
강원,고성군,의원,2019,7,-1,0,0.0,-1,-0.14285714285714285
강원,고성군,의원,2020,7,0,0,0.0,0,0.0
강원,고성군,의원,2021,7,0,1,0.14285714285714285,1,0.14285714285714285
강원,고성군,의원,2022,6,-1,0,0.0,-1,-0.16666666666666666
강원,고성군,의원,2023,6,0,1,0.16666666666666666,1,0.16666666666666666
강원,고성군,의원,2024,6,0,0,0.0,0,0.0
강원,고성군,의원,2025,6,0,1,0.16666666666666666,1,0.16666666666666666
강원,고성군,종합병원,2007,0,,0,,,
강원,고성군,종합병원,2008,0,0,0,,0,
강원,고성군,종합병원,2009,0,0,0,,0,
강원,고성군,종합병원,2010,0,0,0,,0,
강원,고성군,종합병원,2011,0,0,0,,0,
강원,고성군,종합병원,2012,0,0,0,,0,
강원,고성군,종합병원,2013,0,0,0,,0,
강원,고성군,종합병원,2014,0,0,0,,0,
강원,고성군,종합병원,2015,0,0,0,,0,
강원,고성군,종합병원,2016,0,0,0,,0,
강원,고성군,종합병원,2017,0,0,0,,0,
강원,고성군,종합병원,2018,0,0,0,,0,
강원,고성군,종합병원,2019,0,0,0,,0,
강원,고성군,종합병원,2020,0,0,0,,0,
강원,고성군,종합병원,2021,0,0,0,,0,
강원,고성군,종합병원,2022,0,0,0,,0,
강원,고성군,종합병원,2023,0,0,0,,0,
강원,고성군,종합병원,2024,0,0,0,,0,
강원,고성군,종합병원,2025,0,0,0,,0,
강원,동해시,병원,2007,4,,0,0.0,,
강원,동해시,병원,2008,4,0,1,0.25,1,0.25
강원,동해시,병원,2009,3,-1,0,0.0,-1,-0.3333333333333333
강원,동해시,병원,2010,3,0,1,0.3333333333333333,1,0.3333333333333333
강원,동해시,병원,2011,3,0,0,0.0,0,0.0
강원,동해시,병원,2012,3,0,1,0.3333333333333333,1,0.3333333333333333
강원,동해시,병원,2013,2,-1,0,0.0,-1,-0.5
강원,동해시,병원,2014,2,0,0,0.0,0,0.0
강원,동해시,병원,2015,2,0,0,0.0,0,0.0
강원,동해시,병원,2016,2,0,0,0.0,0,0.0
강원,동해시,병원,2017,2,0,0,0.0,0,0.0
강원,동해시,병원,2018,2,0,0,0.0,0,0.0
강원,동해시,병원,2019,2,0,1,0.5,1,0.5
강원,동해시,병원,2020,2,0,0,0.0,0,0.0
강원,동해시,병원,2021,2,0,0,0.0,0,0.0
강원,동해시,병원,2022,2,0,0,0.0,0,0.0
강원,동해시,병원,2023,2,0,1,0.5,1,0.5
강원,동해시,병원,2024,1,-1,0,0.0,-1,-1.0
강원,동해시,병원,2025,1,0,0,0.0,0,0.0
강원,동해시,상급종합병원,2007,0,,0,,,
강원,동해시,상급종합병원,2008,0,0,0,,0,
강원,동해시,상급종합병원,2009,0,0,0,,0,
강원,동해시,상급종합병원,2010,0,0,0,,0,
강원,동해시,상급종합병원,2011,0,0,0,,0,
강원,동해시,상급종합병원,2012,0,0,0,,0,
강원,동해시,상급종합병원,2013,0,0,0,,0,
강원,동해시,상급종합병원,2014,0,0,0,,0,
강원,동해시,상급종합병원,2015,0,0,0,,0,
강원,동해시,상급종합병원,2016,0,0,0,,0,
강원,동해시,상급종합병원,2017,0,0,0,,0,
강원,동해시,상급종합병원,2018,0,0,0,,0,
강원,동해시,상급종합병원,2019,0,0,0,,0,
강원,동해시,상급종합병원,2020,0,0,0,,0,
강원,동해시,상급종합병원,2021,0,0,0,,0,
강원,동해시,상급종합병원,2022,0,0,0,,0,
강원,동해시,상급종합병원,2023,0,0,0,,0,
강원,동해시,상급종합병원,2024,0,0,0,,0,
강원,동해시,상급종합병원,2025,0,0,0,,0,
강원,동해시,의원,2007,45,,4,0.08888888888888889,,
강원,동해시,의원,2008,44,-1,2,0.045454545454545456,1,0.022727272727272728
강원,동해시,의원,2009,44,0,2,0.045454545454545456,2,0.045454545454545456
강원,동해시,의원,2010,48,4,2,0.041666666666666664,6,0.125
강원,동해시,의원,2011,49,1,2,0.04081632653061224,3,0.061224489795918366
강원,동해시,의원,2012,49,0,2,0.04081632653061224,2,0.04081632653061224
강원,동해시,의원,2013,48,-1,2,0.041666666666666664,1,0.020833333333333332
강원,동해시,의원,2014,50,2,1,0.02,3,0.06
강원,동해시,의원,2015,51,1,2,0.0392156862745098,3,0.058823529411764705
강원,동해시,의원,2016,52,1,3,0.057692307692307696,4,0.07692307692307693
강원,동해시,의원,2017,53,1,3,0.05660377358490566,4,0.07547169811320754
강원,동해시,의원,2018,52,-1,2,0.038461538461538464,1,0.019230769230769232
강원,동해시,의원,2019,50,-2,1,0.02,-1,-0.02
강원,동해시,의원,2020,49,-1,3,0.061224489795918366,2,0.04081632653061224
강원,동해시,의원,2021,50,1,0,0.0,1,0.02
강원,동해시,의원,2022,51,1,3,0.058823529411764705,4,0.0784313725490196
강원,동해시,의원,2023,50,-1,3,0.06,2,0.04
강원,동해시,의원,2024,49,-1,1,0.02040816326530612,0,0.0
강원,동해시,의원,2025,48,-1,0,0.0,-1,-0.020833333333333332
강원,동해시,종합병원,2007,1,,0,0.0,,
강원,동해시,종합병원,2008,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2009,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2010,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2011,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2012,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2013,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2014,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2015,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2016,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2017,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2018,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2019,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2020,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2021,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2022,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2023,1,0,0,0.0,0,0.0
강원,동해시,종합병원,2024,2,1,0,0.0,1,0.5
강원,동해시,종합병원,2025,2,0,0,0.0,0,0.0
강원,삼척시,병원,2007,1,,0,0.0,,
강원,삼척시,병원,2008,1,0,0,0.0,0,0.0
강원,삼척시,병원,2009,1,0,0,0.0,0,0.0
강원,삼척시,병원,2010,1,0,0,0.0,0,0.0
강원,삼척시,병원,2011,1,0,0,0.0,0,0.0
강원,삼척시,병원,2012,1,0,0,0.0,0,0.0
강원,삼척시,병원,2013,1,0,0,0.0,0,0.0
강원,삼척시,병원,2014,1,0,0,0.0,0,0.0
강원,삼척시,병원,2015,1,0,0,0.0,0,0.0
강원,삼척시,병원,2016,1,0,0,0.0,0,0.0
강원,삼척시,병원,2017,1,0,0,0.0,0,0.0
강원,삼척시,병원,2018,1,0,0,0.0,0,0.0
강원,삼척시,병원,2019,1,0,0,0.0,0,0.0
강원,삼척시,병원,2020,1,0,0,0.0,0,0.0
강원,삼척시,병원,2021,1,0,0,0.0,0,0.0
강원,삼척시,병원,2022,1,0,0,0.0,0,0.0
강원,삼척시,병원,2023,1,0,0,0.0,0,0.0
강원,삼척시,병원,2024,1,0,0,0.0,0,0.0
강원,삼척시,병원,2025,1,0,0,0.0,0,0.0
강원,삼척시,상급종합병원,2007,0,,0,,,
강원,삼척시,상급종합병원,2008,0,0,0,,0,
강원,삼척시,상급종합병원,2009,0,0,0,,0,
강원,삼척시,상급종합병원,2010,0,0,0,,0,
강원,삼척시,상급종합병원,2011,0,0,0,,0,
강원,삼척시,상급종합병원,2012,0,0,0,,0,
강원,삼척시,상급종합병원,2013,0,0,0,,0,
강원,삼척시,상급종합병원,2014,0,0,0,,0,
강원,삼척시,상급종합병원,2015,0,0,0,,0,
강원,삼척시,상급종합병원,2016,0,0,0,,0,
강원,삼척시,상급종합병원,2017,0,0,0,,0,
강원,삼척시,상급종합병원,2018,0,0,0,,0,
강원,삼척시,상급종합병원,2019,0,0,0,,0,
강원,삼척시,상급종합병원,2020,0,0,0,,0,
강원,삼척시,상급종합병원,2021,0,0,0,,0,
강원,삼척시,상급종합병원,2022,0,0,0,,0,
강원,삼척시,상급종합병원,2023,0,0,0,,0,
강원,삼척시,상급종합병원,2024,0,0,0,,0,
강원,삼척시,상급종합병원,2025,0,0,0,,0,
강원,삼척시,의원,2007,26,,2,0.07692307692307693,,
강원,삼척시,의원,2008,26,0,2,0.07692307692307693,2,0.07692307692307693
강원,삼척시,의원,2009,25,-1,1,0.04,0,0.0
강원,삼척시,의원,2010,23,-2,2,0.08695652173913043,0,0.0
강원,삼척시,의원,2011,27,4,1,0.037037037037037035,5,0.18518518518518517
강원,삼척시,의원,2012,31,4,3,0.0967741935483871,7,0.22580645161290322
강원,삼척시,의원,2013,28,-3,0,0.0,-3,-0.10714285714285714
강원,삼척시,의원,2014,28,0,0,0.0,0,0.0
강원,삼척시,의원,2015,26,-2,0,0.0,-2,-0.07692307692307693
강원,삼척시,의원,2016,26,0,0,0.0,0,0.0
강원,삼척시,의원,2017,26,0,1,0.038461538461538464,1,0.038461538461538464
강원,삼척시,의원,2018,26,0,2,0.07692307692307693,2,0.07692307692307693
강원,삼척시,의원,2019,27,1,0,0.0,1,0.037037037037037035
강원,삼척시,의원,2020,28,1,1,0.03571428571428571,2,0.07142857142857142
강원,삼척시,의원,2021,27,-1,1,0.037037037037037035,0,0.0
강원,삼척시,의원,2022,27,0,2,0.07407407407407407,2,0.07407407407407407
강원,삼척시,의원,2023,24,-3,1,0.041666666666666664,-2,-0.08333333333333333
강원,삼척시,의원,2024,23,-1,1,0.043478260869565216,0,0.0
강원,삼척시,의원,2025,23,0,0,0.0,0,0.0
강원,삼척시,종합병원,2007,1,,0,0.0,,
강원,삼척시,종합병원,2008,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2009,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2010,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2011,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2012,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2013,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2014,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2015,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2016,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2017,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2018,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2019,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2020,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2021,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2022,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2023,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2024,1,0,0,0.0,0,0.0
강원,삼척시,종합병원,2025,1,0,0,0.0,0,0.0
강원,속초시,병원,2007,2,,0,0.0,,
강원,속초시,병원,2008,2,0,0,0.0,0,0.0
강원,속초시,병원,2009,2,0,0,0.0,0,0.0
강원,속초시,병원,2010,2,0,1,0.5,1,0.5
강원,속초시,병원,2011,3,1,0,0.0,1,0.3333333333333333
강원,속초시,병원,2012,3,0,0,0.0,0,0.0
강원,속초시,병원,2013,3,0,1,0.3333333333333333,1,0.3333333333333333
강원,속초시,병원,2014,1,-2,1,1.0,-1,-1.0
강원,속초시,병원,2015,1,0,0,0.0,0,0.0
강원,속초시,병원,2016,1,0,0,0.0,0,0.0
강원,속초시,병원,2017,1,0,1,1.0,1,1.0
강원,속초시,병원,2018,0,-1,0,,-1,
강원,속초시,병원,2019,0,0,0,,0,
강원,속초시,병원,2020,0,0,0,,0,
강원,속초시,병원,2021,0,0,0,,0,
강원,속초시,병원,2022,0,0,0,,0,
강원,속초시,병원,2023,0,0,0,,0,
강원,속초시,병원,2024,0,0,0,,0,
강원,속초시,병원,2025,0,0,0,,0,
강원,속초시,상급종합병원,2007,0,,0,,,
강원,속초시,상급종합병원,2008,0,0,0,,0,
강원,속초시,상급종합병원,2009,0,0,0,,0,
강원,속초시,상급종합병원,2010,0,0,0,,0,
강원,속초시,상급종합병원,2011,0,0,0,,0,
강원,속초시,상급종합병원,2012,0,0,0,,0,
강원,속초시,상급종합병원,2013,0,0,0,,0,
강원,속초시,상급종합병원,2014,0,0,0,,0,
강원,속초시,상급종합병원,2015,0,0,0,,0,
강원,속초시,상급종합병원,2016,0,0,0,,0,
강원,속초시,상급종합병원,2017,0,0,0,,0,
강원,속초시,상급종합병원,2018,0,0,0,,0,
강원,속초시,상급종합병원,2019,0,0,0,,0,
강원,속초시,상급종합병원,2020,0,0,0,,0,
강원,속초시,상급종합병원,2021,0,0,0,,0,
강원,속초시,상급종합병원,2022,0,0,0,,0,
강원,속초시,상급종합병원,2023,0,0,0,,0,
강원,속초시,상급종합병원,2024,0,0,0,,0,
강원,속초시,상급종합병원,2025,0,0,0,,0,
강원,속초시,의원,2007,50,,1,0.02,,
강원,속초시,의원,2008,49,-1,0,0.0,-1,-0.02040816326530612
강원,속초시,의원,2009,51,2,1,0.0196078431372549,3,0.058823529411764705
강원,속초시,의원,2010,52,1,4,0.07692307692307693,5,0.09615384615384616
강원,속초시,의원,2011,53,1,0,0.0,1,0.018867924528301886
강원,속초시,의원,2012,56,3,2,0.03571428571428571,5,0.08928571428571429
강원,속초시,의원,2013,57,1,2,0.03508771929824561,3,0.05263157894736842
강원,속초시,의원,2014,59,2,0,0.0,2,0.03389830508474576
강원,속초시,의원,2015,61,2,4,0.06557377049180328,6,0.09836065573770492
강원,속초시,의원,2016,59,-2,1,0.01694915254237288,-1,-0.01694915254237288
강원,속초시,의원,2017,60,1,1,0.016666666666666666,2,0.03333333333333333
강원,속초시,의원,2018,60,0,0,0.0,0,0.0
강원,속초시,의원,2019,63,3,1,0.015873015873015872,4,0.06349206349206349
강원,속초시,의원,2020,65,2,2,0.03076923076923077,4,0.06153846153846154
강원,속초시,의원,2021,66,1,0,0.0,1,0.015151515151515152
강원,속초시,의원,2022,68,2,2,0.029411764705882353,4,0.058823529411764705
강원,속초시,의원,2023,66,-2,2,0.030303030303030304,0,0.0
강원,속초시,의원,2024,64,-2,2,0.03125,0,0.0
강원,속초시,의원,2025,66,2,0,0.0,2,0.030303030303030304
강원,속초시,종합병원,2007,1,,0,0.0,,
강원,속초시,종합병원,2008,1,0,0,0.0,0,0.0
강원,속초시,종합병원,2009,1,0,0,0.0,0,0.0
강원,속초시,종합병원,2010,1,0,0,0.0,0,0.0
강원,속초시,종합병원,2011,1,0,0,0.0,0,0.0
강원,속초시,종합병원,2012,1,0,0,0.0,0,0.0
강원,속초시,종합병원,2013,1,0,0,0.0,0,0.0
강원,속초시,종합병원,2014,2,1,0,0.0,1,0.5
강원,속초시,종합병원,2015,2,0,0,0.0,0,0.0
강원,속초시,종합병원,2016,2,0,0,0.0,0,0.0
강원,속초시,종합병원,2017,2,0,0,0.0,0,0.0
강원,속초시,종합병원,2018,2,0,0,0.0,0,0.0
강원,속초시,종합병원,2019,2,0,0,0.0,0,0.0
강원,속초시,종합병원,2020,2,0,0,0.0,0,0.0
강원,속초시,종합병원,2021,2,0,0,0.0,0,0.0
강원,속초시,종합병원,2022,2,0,0,0.0,0,0.0
강원,속초시,종합병원,2023,2,0,0,0.0,0,0.0
강원,속초시,종합병원,2024,2,0,0,0.0,0,0.0
강원,속초시,종합병원,2025,2,0,0,0.0,0,0.0
강원,양구군,병원,2007,2,,0,0.0,,
강원,양구군,병원,2008,2,0,0,0.0,0,0.0
강원,양구군,병원,2009,3,1,0,0.0,1,0.3333333333333333
강원,양구군,병원,2010,3,0,0,0.0,0,0.0
강원,양구군,병원,2011,3,0,0,0.0,0,0.0
강원,양구군,병원,2012,3,0,0,0.0,0,0.0
강원,양구군,병원,2013,3,0,0,0.0,0,0.0
강원,양구군,병원,2014,3,0,0,0.0,0,0.0
강원,양구군,병원,2015,3,0,0,0.0,0,0.0
강원,양구군,병원,2016,3,0,0,0.0,0,0.0
강원,양구군,병원,2017,3,0,0,0.0,0,0.0
강원,양구군,병원,2018,3,0,0,0.0,0,0.0
강원,양구군,병원,2019,3,0,0,0.0,0,0.0
강원,양구군,병원,2020,3,0,0,0.0,0,0.0
강원,양구군,병원,2021,3,0,0,0.0,0,0.0
강원,양구군,병원,2022,3,0,0,0.0,0,0.0
강원,양구군,병원,2023,3,0,0,0.0,0,0.0
강원,양구군,병원,2024,3,0,0,0.0,0,0.0
강원,양구군,병원,2025,3,0,0,0.0,0,0.0
강원,양구군,상급종합병원,2007,0,,0,,,
강원,양구군,상급종합병원,2008,0,0,0,,0,
강원,양구군,상급종합병원,2009,0,0,0,,0,
강원,양구군,상급종합병원,2010,0,0,0,,0,
강원,양구군,상급종합병원,2011,0,0,0,,0,
강원,양구군,상급종합병원,2012,0,0,0,,0,
강원,양구군,상급종합병원,2013,0,0,0,,0,
강원,양구군,상급종합병원,2014,0,0,0,,0,
강원,양구군,상급종합병원,2015,0,0,0,,0,
강원,양구군,상급종합병원,2016,0,0,0,,0,
강원,양구군,상급종합병원,2017,0,0,0,,0,
강원,양구군,상급종합병원,2018,0,0,0,,0,
강원,양구군,상급종합병원,2019,0,0,0,,0,
강원,양구군,상급종합병원,2020,0,0,0,,0,
강원,양구군,상급종합병원,2021,0,0,0,,0,
강원,양구군,상급종합병원,2022,0,0,0,,0,
강원,양구군,상급종합병원,2023,0,0,0,,0,
강원,양구군,상급종합병원,2024,0,0,0,,0,
강원,양구군,상급종합병원,2025,0,0,0,,0,
강원,양구군,의원,2007,2,,1,0.5,,
강원,양구군,의원,2008,2,0,0,0.0,0,0.0
강원,양구군,의원,2009,2,0,0,0.0,0,0.0
강원,양구군,의원,2010,2,0,0,0.0,0,0.0
강원,양구군,의원,2011,3,1,0,0.0,1,0.3333333333333333
강원,양구군,의원,2012,3,0,1,0.3333333333333333,1,0.3333333333333333
강원,양구군,의원,2013,3,0,0,0.0,0,0.0
강원,양구군,의원,2014,5,2,0,0.0,2,0.4
강원,양구군,의원,2015,5,0,0,0.0,0,0.0
강원,양구군,의원,2016,5,0,0,0.0,0,0.0
강원,양구군,의원,2017,5,0,0,0.0,0,0.0
강원,양구군,의원,2018,5,0,0,0.0,0,0.0
강원,양구군,의원,2019,5,0,0,0.0,0,0.0
강원,양구군,의원,2020,5,0,0,0.0,0,0.0
강원,양구군,의원,2021,5,0,0,0.0,0,0.0
강원,양구군,의원,2022,5,0,0,0.0,0,0.0
강원,양구군,의원,2023,5,0,0,0.0,0,0.0
강원,양구군,의원,2024,5,0,0,0.0,0,0.0
강원,양구군,의원,2025,5,0,0,0.0,0,0.0
강원,양구군,종합병원,2007,0,,0,,,
강원,양구군,종합병원,2008,0,0,0,,0,
강원,양구군,종합병원,2009,0,0,0,,0,
강원,양구군,종합병원,2010,0,0,0,,0,
강원,양구군,종합병원,2011,0,0,0,,0,
강원,양구군,종합병원,2012,0,0,0,,0,
강원,양구군,종합병원,2013,0,0,0,,0,
강원,양구군,종합병원,2014,0,0,0,,0,
강원,양구군,종합병원,2015,0,0,0,,0,
강원,양구군,종합병원,2016,0,0,0,,0,
강원,양구군,종합병원,2017,0,0,0,,0,
강원,양구군,종합병원,2018,0,0,0,,0,
강원,양구군,종합병원,2019,0,0,0,,0,
강원,양구군,종합병원,2020,0,0,0,,0,
강원,양구군,종합병원,2021,0,0,0,,0,
강원,양구군,종합병원,2022,0,0,0,,0,
강원,양구군,종합병원,2023,0,0,0,,0,
강원,양구군,종합병원,2024,0,0,0,,0,
강원,양구군,종합병원,2025,0,0,0,,0,
강원,양양군,병원,2007,0,,0,,,
강원,양양군,병원,2008,0,0,0,,0,
강원,양양군,병원,2009,0,0,0,,0,
강원,양양군,병원,2010,0,0,0,,0,
강원,양양군,병원,2011,0,0,0,,0,
강원,양양군,병원,2012,0,0,0,,0,
강원,양양군,병원,2013,0,0,0,,0,
강원,양양군,병원,2014,0,0,0,,0,
